id,accountId,puuid,name,profileIconId,revisionDate,summonerLevel
S9MuA4tHzYD6iICunIAg6YCPAPnqPQI5RUkeQoyb-KTvRw,Dx8qLOnh_X9DNo6d0Uu_OcyN1rJa-Y7--6NDNjiTiQyv,hAevWLZVCNXgZLuk4J1Ic628YWbGzVmqL3lQE76QaDLgRxhgOhp13WdOrDDwXDqF1iCCOzRMXK6wjA,HLE Key1,4906,1641967446000,219
fvuexkc55uVRUXUQFdzAIaVlcGP48hSvulgtQDThe11EjA,eITzVagf1n8Vnge1gTw0jt4O6KALpvmdq-bbckKGaMuN,93G9duVCfqOCcXVwmqeIlxwOsPU4fMhKYaA-PuHyJdKcWDZRsdPxWVLH8KkVpwuwxGMnDRBjjFlrig,X5 veteran,1297,1642039364000,128
wKF-6z652Gs2CO38eUqGTpwWF8p_CH8kf9V0calJoQDiat8,49wq0WffHn3zlEZ9_WDZk9B3UCaHjzyssiC_uq4DfaM0oZXnhJTzzvzZ,ifYkr0NXdOIeMVaaHGed5kcZFWKX6RfZbHw3MqNOwW40FTgJvXGam94kv-c0VwOatrOZX7wGWbjbCg,너의 친구,1153,1641365885265,337
k5CXdLqiR_3wcqdd_N2LzVhY-S5VA8AWVIRNOR_h9j6xMz8,z6jSJ_s6dYgZWQ2BBombPDy3WZT40bUpCUeWs9-6xGVSLGF-qk0U_0ae,W88BxV18egBCMxVdJqx7EE55P6UO7q77sLZqmJqGzBi4NCCPhOg-Ft4olsPBSaxS6xP0GAowrsJrIg,Meannnnn,5212,1642165717491,187
8Gzc3mKUS4a6ye1rsG3eRpgLc7cueWgnkpuRXpqMCWXJcFXi6UjxkChLVQ,G5J8cgofrCu4-AWsYQjizsNUfsDZ0ZDE4-Wf9hWyFx_Yxq2VByZ_izzk,fgGPYyV-_DLptud_v_5az0ccWvUx2FQqveWLFBe6Y4rO1rOd0Y3nJrLmBJjm5Wba3KHUTifYercqMA,Xiaoyu ToKey3,3795,1642209714000,220
eIplI6fzOxYmfAGvAVOdkHSpVf8VNsGsFF36T8L0dD8flfF6siap-_XpuA,rHGZkUD083etPqvZvJza9QhJ9cIOgncyaVJ5hrl7Q-9XMOvwY_BLjaFq,B-C9j67ez4qzqMtlfqZxLgNyXwmN7TOuy0eVFxCSMPT2x6U1rhOYp419Hw4wdJV7k02RPoxDcRKHGQ,너만곁에두고싶어,3840,1642114845000,70
0tSKvxilYrvCrN66UUiK1TuWZXdworTIRB1nhofy_0QWWV9mTZLMumNipQ,ce9Hi5_zGZ-fUUjoJNwpPK430atDr7qtMY7U8-CpeeyIZ8Zmh8EhIYdQ,LGZvRoDLvj3GHAE8RJeUOv3g8oN4zSq7gX3fKcUVLPmLOvj50QKiRhLFZAHULPT2wsxMThw_DDrlQg,FA 억당람,3584,1642112109355,96
3yfVeSbeuh5U-yBtprGPd_TgokPBRBLVmTwZ3DlvNAXsF38kz7atzuYJiw,NRa00x-xc_xA63rq3vp-5_J7bvezvNgm8A-T4B807f7ZML25gj_FS2fQ,1jn9mtc6obmW2gxmCKsDvf_RaW-eA1ZYWDKW34oEtx79nqyaJK3uatlJOn56jvF0-HGxOqVcrza3nQ,More of you,7,1642135495000,118
F3uSNOakdHawa1IaNxeNBGJUNJu7rQ-k8N2BHrMFW9kH26E,X7XUsWHGh55GU5rlogDutv5xhDn2xaZa7E-vcDMPY1J8bl0,CIQ7OVs-ytmL-eZ4xa0KJDElgIKhVaVcU3WUGzdVBEioKY8HmUG74sXHk9GBoMgMzANhdO6Wa6HGVQ,Seosl,5212,1642040541000,98
H9tYwUlFt2T99jW1clWddIx4ga-AfftSGLPkVOAj03GBBiQ,HgpBpxg7V6qnTJIaolgkiF_9Tq-JRU8UQ-WiR42wZip_UMs,QOF6rf1zp8R1FCmTGwMvOEiolYXvL0tCJVj0sZEhbLvtUzRyL11pKlQ7phzcybL1H3lslPSxuiTnxQ,Tia Ray,3478,1642045869000,614
I4DhT69CeXdXFH9Y1oi4GzMTB_hxrTu68on2wHDvd0ywV1HeCUklR8TKUA,5ml2v00yu2OzdPQ8n7cELdSisLwo6NMRDQr_yyaNQO8GyYQxAdas6n3U,48gJdvAKvSmz_MmktCLk-j7QzjIEGcLMpBQK4yiZR-M-bw1yqRseDp3Wqob2bVraPh9qCGC2ARl7TA,skglhdhkdhmn,4560,1642047396000,78
P1oT2AooqyFhhFV0LffI5KI5F0fA64vYfyyXAf8Na0QuEgj4CNfj0OF2bQ,DnjYhyxhrvR2aAObDlRyvpuGNGHUYfrjYdnqgcrMN2xk5hXwog-h3sIK,MMWe1G2sNIK39y5_GXDIk7Vw_w63imCootQrk9vCyigaMmlkXrC19D12zXgnOjSqjtF2nGialfFrZA,시간이 얼마 안,10,1641959267000,207
STuCURayCEdvo4anzSRKOW1hiJSx79x8FTasTkrErGU-XabHjpDfGvNxDA,qrNe6i29si7V8NAczTzjTDQivag2xBZS3eJCAOWftZguvfUhLYJqGQrL,9qbd4ovRWc48_icLdNpMI1i8e_ubt_eu_tU5hcJ3ew_YPSHqbZsXet2KP2OwbCANmTs2qUt7laxE-Q,kowai,5212,1642204618369,48
MnwQ_vDngNyJbq-ClYDXZjApnsqphCvT8bnQrX5zS73zcXI,E0eYb_1BTTUPFcCjThvMETOaoNSARXJ4xnc9G6VZTyWbChBr_td3-oaP,nd85pRekvy6Cfc1grz0cxX3WCrjwyFUSuwwChlMhr9GFNcO1i5zJMCViVgwFq-0X7aO5PfTBWkAo6A,T1 Dal,685,1642159436297,223
AGX6Hf-bS5JIhYWrsSdZksRNsil8WkzcZy53lBL3TdFlyTew-EEP5mVfeg,PzcRmCBYTrb0qEa0uiRiXVjJ0f7JvwOqQn6XN4PRJnYUv2IJrkcb6NKP,pzId3LLqHwaU6gk8_btUY02dnIG2QdknKMxJ9R1OWzHRlabvgHctqwzWDa40cyyIsiSYLGFgc-s04g,Feistyy,5092,1642020475000,81
wsbvdxHIcP7dLPFMXDbGEdxw71wTwq4IJTfakWKpl-gWpkE,rIox97t-P0xF7knpcPA4VJFaKohjtExMdoMzofkYMu3cf3wGv7yqdkM8,IojEhBsfWUGBqHm0_SPnIsiHSEF1xDdT2cMQwl5bMEY3v362mC9S2b8p0sGM9nopZ9XedtdOlCaPxA,Pekora Gura Aqua,4903,1642151526072,141
7EPSOSaIzRzWKC7ClkeMRee2Spc-ZB4WUStxV6ZOdYmAkNQ,OyP6J8hmqkXlCyOLYiQVVcbdrqOY5JcR5POYSn9KXZwO48Y7VQ0l2G9y,_MzjFRDGTdHIWYDoO5nLr5kA29rQdba6KbICVa6RI8zYOFYAqOW8YFrVRnBh5S4Mu4x3A2lTUHWmyQ,HLE Seonbi,4499,1642251788194,435
UxtWYrbW1ccxfYB7w5ZrW0wzVlkYFirS_CIpk057A0Jq88k,9iD5Jt9DP1s3dTyOj1zmEMHAtdhrhg-JUWxPVhd1deLvZvo,GQzPfJQF8HZsVYvM33rz9fZe4lYSr3smLK_WvBV2gPtqV7b9iaZcnRfu-ykZjVT_Dku1uBkSQhBhnA,장단점,4631,1642071919000,315
tjbOV17gK7jWoXWP799_27EZosw7mmYkvc809i_oz0WDgv4,sbqFg_y3VX2S_X_TSCzVtGX3eSRp9gUBn3uAXKsPiW_7zcE,Acmb0ivuY6LFWzX2PZPiG01Xo3MAympID4bd_FQOChKFOflJia72yBhFwieS2PLmYDyv1B4lTjVGSA,By 불비,5182,1642185440077,624
dkuEZ6awIlI252x_zEEuTyn0CvOwfH4aKyMqyTKAzfxGfw,pFSrSMbyDvZ-NiEJg8vAQsmjT7Ydyo4W2Vg1iuMHxQnD,FoOKFOkL2Dkgl-A6evzcHNuDc1QiXW6tkWdpdPBxjaP1d8z9ze5DEafJxlYndY4DuU6FjumUQYL_gg,MAD SCNTST,18,1641499972000,135
5uOa6-om_JerhszjGGE5tVHWLZUbAKC2azKcz3cNVsntYvs,YnPhnwljP215c5MCjmvSPcjiqmF8HKqLls3huAm2_fUd_5o,rv_D1yU8PeVJ-qVsShtk9adSPkNX8sWtwxADZWiGiWVK3lQMH9dTvN1126sn9uSqr3wWU3v7WPAiMg,희포리,1625,1642086935000,654
hFLK9Etrxo2yDyYt-bMBLxHLc2hBlXs5lWO3Xdl1C0xlzk19LAQWp9VaxQ,qN4J5ctMN5QnKj15yyeTO3sqbsAssvGL1vmMVxIXDmm9TFojy8GJlXtS,7jMYZU0jTNUKaLTg6ZiZMk-nZps7PO5aU6TzIyO6Rrejv6hxBKSsgD3SIZz_ruuBtQZQS-TpjQXEBA,일산전영찬,5212,1642170889469,56
8FiBbS9P83ET60zqMXIIoAn40rWOMFmynILTO8vQowVDRhEARiuYFlKJig,5wVxLYbcfN2gtkkOOgbbnlOADN9Uj1tGyHssNtFMDFW9hWSsgy5J3pQy,sVbV1d123BzHl8T2lT0PxKS6kW4XYqOMxmczOfA9_n2p12WcROoeaWniMRQ_8qZ1MOB27Wul4nF3sw,war3 RPG player,5213,1641974147000,99
meBE8MpvihWPxHUtrpwrf2jtMBVp9KDPQilwSrka1cXZ364AcgBfNMR_eg,HXu8V7jMfSD8sO6YOYOgVTY_XdwiHlgYwEncMHHSKwgGuDTuuarcO2lU,stS133arSmucDQKM2qupwHjXl00GdCFPv6II-sdoFJq0YgzCN5FWdWJSxEVzNEQDNGoQy5aXX4JgpQ,xihuanyouyou,5212,1641901935000,48
9P4igJYHRRZH3QYc-dZEmhqBGkhdQpI04NP_sg4RO6ky8ML9HSpAVzcxnQ,t83Q1jbTA8VGHCWFRK7-DDKaGtmhwHGjE23y69cFDcGVjMaPQpMDKGJG,YTRtN1bw9LckzBvY5mgIjhwAHyidyP_hhx3VF7cw_3tdovRS_b-FJovX4C4r3mlvhxcDAJgZ2l65Ww,woshixiaohanbao,745,1641479743269,54
F5gBfC6nYoKBnRlxOn3aiOQCS4zKLzTrOB7qRsjYprw1Pco,rRPzYzwmcEWAE7E1HROF8EioQal0osgs4Aac99Pnu04phKN9DIyY8TJq,-p9I6Aw0tsGlZu4OfMbjP_9Gey5Vg3XJHPu2uuFLC9uspcRDLi7dxfCVcMPg62uu_PE_cn1ey3K0WQ,공부하기시러요,4762,1641930306000,343
2X6Ahof6PWkhKiAOTAHN0GJqyqTCUGZPFzCZu2QNjQYmC68,r4Dls8qQtsLrqlxA7lqwdkkksWcbTpz9SmRxQlT0fpvaliYYCRu-aPYC,Lt4dlwnSXCdAIbJ9UMvh6pOSutiKdJezeZKsae-y1cvHq070toR7_Pu08hKT60vCSxItMudAC0_q-A,거부합니다,4244,1639541230000,294
QTZo-rKYrTSNFq2dHmnYUOCan_hjcmxu6isY46PIvutLm7DQSO21n0VGRQ,HDtfd_EuyUgP4YVul0eQ9DklVPnBws7O-2MMhMG3biYMfAA721Yo2DVM,BKe8i7ir3grWk25RzHpdHIp5Fe-nibxevYcdZgc0FANGU0XLBumKw2vmpqSs2M8xhR6T9oiYDqNEMg,작살내는 작살꾼,5212,1641936558000,74
q1wBmrOCKtS20ZDzhL7AhXDqxZLbRkyVER1_t1cGFVatgN4,CwRH1w6MyKud--ysR-qM8mps6STiWaGYlZlKqELrbUGL8eE,7tL2GCtqhLoDck27qljt4BqdtwY3Fa-n0flYfXZ-DqJ8BdKOSHLxznqsOnp9cMi51frGr6EoBanGmQ,T1 Gumayusi,7,1642242007581,467
F68SpvZjubMMXZLjx7aawM55Iz7KPa5Ux4SR0tLZzDXQnTY,DFZ2CZtCWUGpQ4WsLlZ76eiuJzDBSYIsy-CEIArhQESuTR2BVPYdVXtz,Lg6zvDb5RbehG5w3UfHj-Rt_TSw6h7GHhAOzh5QAFPDBBLXwDru7NPVpKfKmFZnz3AtKmCYjFrucQg,급식 졸업 미드,4933,1642133811000,395
_gnFNAGp9Nb15KpVq-Au-PH1lT1WlZuh_nJDg-fiSfahAoOx56KMn12YFA,TBtQVexDs3fneCy1yHPI5UyWYp4Go9RzhrHs_pLUS69_NXtCbcmPx-7W,lHK_VQ69IdzLTQNgpVfn0RHFa7blgw_Vi5Q9HcljsJc6jRujJx3XREat0WBj02u4Bw-gk-sBS3teqA,Nox808,4026,1642187738155,66
R5kqw6B52gnPKiBA2WCM4Wx6Z1qq7gQQQxZgICSr5eoNgXwwObaMJSxLMw,ZgUgY4MUXLmZ-Ss4KS_hflHzDVuSYJWzuZwFtuCwZbIf3-v_qOklYdZZ,D7jOSTstpHLicxGm8h3Vsd-UFVaIe5y9CkF4qmHl_3y4h887cDPAFx4zT5fy_qi7hH06TIfMyj-b-g,04타규,3798,1642066338000,68
3n5_Iij7x1bExbB1KI5yp7CQsGHo50_lKras-gsjuQs0Rn942B9Ctbx_Ug,XQkLnvDw5LHt8Ozv9zTnpSl1xDHjDtdD8imRWKy-CM99vGIO0YIL0Wr3,mnIJtjqSMLfEKcFs__e7G5mqc5Ez4lSyd1azueW_lKqSk5FS2CleZCAu_C01XJoaOdL2NbsD3Qy61g,2654323500885600,1385,1642108585000,159
IEMjyE7OgYyeB-jqcKhRFSgg7ToyBOZDzLJXDT1mMgnowcM,KkG50r48XPQBVW46PcV_jMbJpyCZFlygIe-1g59QObr6l21xyTnwUnlY,oSFh60QDA6M3uq83pIwySeFCT8qDvvgAxzRwqSyG1fcavY8Wl1SfYkEamkX55FCwOPdse1eCr-OHuQ,yyzx,4631,1642051581000,368
r-hXMkKYqSKrrtNLz0HfVskRukfPzOXFFvRbBFwbaOBu_evFXPFgFiqIcQ,eer4vWO7D9D6VASSvUXRLZy2N11Uju51TCZDLwHFSCRho-vFwnowY3NS,Oib-4XzeAi06rOcx6EDIA0fvdp7PMX2yzUGlPPJPbeCAIyh4EewxHCC6CmudndMcVqVBCBq7NMjm2Q,Daisy thy,1296,1641858610000,60
qf6ncoQcXhDKb9tEjrzD_l5IZY8OgB-e_0fsqUJHlzmwfsSZEc0Pu54W1g,WdPc8zX9lD7dQvzw7Rw1Q-7BGrsUadQm-fy713UTPP6ue02uuBi5qId3,ybK_43J7AgVVSHBETHvUEJMtAE7_5GUMiRjv26IM-O0NI2laNBVJOpm32MYRylp-t3V5yianGc_HoA,2639437399000640,5208,1641944412000,151
mmVvSA0UKiPUqC3q8a75Ir_F9b3ERoN9veAyH-CmKA-BQetZKcT6E9tXvg,nP6uh0iMALjOxxwEsM0pOV6qaWNHXJ3e7OFOqz6vzRlxzVh1bxy_ZQlO,iyOigSyQse0FT_B04tB-5izk7-dP3ilLPYgb1RKZfDumUNNhbVBrCEWnv_0plTCBmZfr2C0hwsRRIA,371946285,5213,1642064232000,65
K_KJPusGCkeLLrvDMB7TcFi-cUTumrF9RwDU4nf_UBVFu0Y,dWh2AdiiLx-FQdqvA2Cy7lGI36iRIhPOmiOdeq2L7uZuZi0fAr07WTQo,cei-BjEaEwMqPckb8U7A-AgOdEHKusprDkm71GE92rAjVA-9mU-EhTOa_UcA0ci0II1bxPcqqgrM-w,수면의 왕,29,1642136553000,289
2sBAcxhh5J_5_sPdiESU160Qq6ZA8noIdY9bBQdVOda3H9Y,Iay-oUt_x-lei_h-xHx_RcAvR_EMcenIOZyBKJ61-g6OfN2FWOKF1fQa,odVOWMx9KDbTLSy5EjB1P4q-ljVe5EF9wJaGcCObkmSPfFNzw17wbJedE-sDCeYbWbztwTXiksqgTA,화려하게 살거야,1637,1641719560000,91
mam3xikfBgM1xc2lSKekqbV84xEKZpxL_y5whPIH8t3QP84,QRSKkgdeA0-SKE4yEvVQglqheaDNoKKFa2TDqmSxD4kazRk,WXOplUo3pTXKgMBS3T85a7BFeoodX2dL19amdAwNsnh5aTevc7VmHczvlOyWwea-XJY4RadYshio7A,크리페,5091,1641870731000,505
sjtMr83_sCILkfwLUqdppPgmMz3ZmdIGwa4H3t2EGMBl7YQ,yGsYDut3EEh7ZGWJv-FcNuZIdFheuUG5EUEkOPDAkvEPSVABD-oeaIxL,w-C8RHwIEgz5fQ1AP1wAXJ2JRAIxWIZq6BhbInSKtqlqx57UBbaLxoSjMJg-dCB9fEyHdvmrQfZWVQ,CN obi,3165,1641278842000,82
eeLBa1oKH5wHWCNgSwkg4C_Qb96lANG444qnPdXzC6rweQA,DP2Jjl7C8UERm0HWnmV2KQNtET6_MIfsZo_gLJe92VecAB0jFdGhb2RM,aUUlXEbQDpoQGlsud3KkP4bVk6q8-62_Dsji192O469X4ajImCLR_zrNMlYuqLMB_Tepzuy7N2H-cA,우린팀이야이기자,3838,1641864135000,268
JLVA54FXVuo3nTPx0ls5Z-YwrMK3lNOvySos-Um3aoEgRFqnHRUEUoSoKA,_ZzStqL53rO09FgXkBkwyiaqnYrqHRwWUbO6LzOUVhdPgc7X5EM0GOVS,8yFADRgV_89ZKNzsnz4xmpudfgAOIks6LE6rhxWPp4Eqw17yCSh94MnuxI2WgqaUtebLwqMPlOdXdg,Fat Tiger,5182,1640899066000,62
XWubihoAW_HuMCd6BWfAuzMMgYh1E5_LVni7GSODnMIi-rWw1X9NtYLYMA,al0MDGa7XT0cL5JWpAHjSrgK4LCO5OOaoEDnjFeCGoFls4TQ-ew5kFJz,WUhONzxMPPhqEMgHbHKLQp2XEQbjm42IRTyhIWW1FnEagTkK8T-Hy7BektdbLLmQ049dzPEtiia6gA,뉴누기사,2074,1642118087000,51
RsOiFPDlCJSD8qIBTMChQpHRVNWfv_8K94yukb63diI6VA4,Gq6eeHQSY1ysqWlyUDeBXnZDtaMpaEyzkq60K21iTSbou-0,5BxbK8eFJba_txzo4dG134BXs6Z3w5jkw2Cr_g0hLY3vsuu_d4HzlV1DlKUpbJkbvhRk69paL8zmGQ,YouTube 짝강,4928,1642209871134,281
rSij1INtdpnBg4im69OzDY3r4Fsb9rOuR5aIeBehWh5yYus,j-6w6RVmOW_8rdj96Wv7dldQ3RF30cLTDPX9CA2fi1mVaQ31L2Xnohv0,7IqCT5oA7Tqv--M4TEIrP8pA1tVBWa7CqpN5kPwX34tM2PbdNH41RkE176aJpLJyhOLTwHelBfzJyw,뭐야왜저랩,5212,1642160957551,364
CWOa2nsXFdb4iVgG2jA0R4yfK2eYT1mysfoFybBL1wKiEP-_QJBvRm7Mzw,mSAZ_4MPd7S-NXQhb0A00j_j4aBmwNrOp8u7xpzCLvdltFLrtkM-gQQo,IxFIAt-JLM2coUNtzN5QXuF5u_n0-U7G9mSXHYsukHhBpcOtQUWXqxuI0pSNiAroVfb3sYHi6KeTEA,구글롤플릭스검색,5182,1642152374000,45
OoHZGh6PHipgDwvqnKwLXe7PBoibIFWog2-LJ9KhSk51GA4,QV9znJa0yUDVr_5YJ6IrVEeD6VvmBS_4kY0TYOsQ7aETWWdmQwcDRUaV,WgYJDptkG2WTFc7hfewf_RMYAI8AHdnPZA4D-uMdi3WTgiVS8LJ6cr85ZbCXWpqmlOgQtuxhzmxVgA,LOVE OO,5212,1641849470000,139
aSHbzzS_YiZm-kdHs3Q4wYyQ-I468EmudFtpnL4R8woBoxqmaSyuskYZMA,UqB7MvfC2dfi_VYTuK1lCJOJw_iZO0lmD6Q38OvcIoI4dlFcdVcO2DYQ,4yHhpeGq5FrKE-7awxVDFzvgINIIgnebLXrjoNyM2zFA1f0OsAN3XoZNZ68Y8VNp8sxB2cvi-VnVmg,zxckasok,907,1642136359000,41
Lz9J2bb3c4rnMARGdFwaVFKCiY5h9T3dsZWiCmD5vwCqXMYxHCpiA7zzhA,cbPEMDHQbYPZbxY9f3yxfifgJKaOvMKwfCNPYPVOdeI9eidzjfaQ9U23,7fl1lHWZqAsIv7N6DKkH7S6cC3ZbpzoDnHZR62JoAdA-rL4RPy2oT09SdQ8tFL2M6JzsUo0f-el7DQ,매일보고싶었어,5184,1642118956000,60
jqa0l-hT-Qgq_sXbJiyb7BOlWxZ22M_sZnAmBAn219hVQjOC1N_qEmwpPQ,SSPNTNGrANTthLaOM032HYvdoZwfUM_FcpCQI-GHMuTiYWLN5pXQQzx4,VNf5mySKnjihslmHHpWtZfa5cuhdRC1C8MqQXMZJbP5E-72zaR1279mNDAX7mIHgMtgQ8qp3Z2jANg,역시폭군,3380,1642122291000,118
6ayrFR39dvClJm8KzH8IFAfjYtKKPSJGjY70BNO7XgZi-hf-CyOY5W2G5w,KvD7qrLgkhrBSBts4XUQ3ZfSkBss_SsoLgLv6sxxmPXHp3MQddDc5G8K,1VPM0m5qD1ZHe8PakDL6LIr_-D7KZpK7thJnRlU_7a7hW6c37gjNFm-HCTFo4bRAI94GYMIC62fLdA,1vsAll,5129,1641098821000,181
Jw9KD_jBJbJq6Q7hYBEs940oEWmXnRadx9-lyn0GQFD2Gkk,yXiDG5nZD-P1UnqLXC1RyLFOkXQNf1gdG2TNOM8drsK3vZ6VxDBNNQiP,cLrpqXAqMp-gW05fgafiU-5cXaMtyJCT2-HgS5FaMV7IX6WjW7ySuww6PX41qB-PRGzXakaUEVnS8Q,18세 기모진,551,1641946258000,222
kxQDVhFOlE-exW7b-7kp25ubeszUonThKShWinr_LIhvbRAt,TLK30ohBEyyDgvfk25BE7jisTzWvBkH1C8GHTJNplo2qr5VeGzVUQn_P,9MuSb01jNArQ4t4mGdj660ohqqGWQmcQko_C775GDtQ-ClOjsvjN6AFWmHfNIGbbvNra2MbTHRONIA,T1 Smash1,5098,1642159436297,203
ZyDfzogmL-Ner4rAo6zuMq10oGkESyMJDmyBCHNSMCe2N_EGWHn5b8B0VA,jFsK7G_uAMuaRbIwTUStS2nqCllA4zmmQlxgkYgOSr0uS5MA6y4xK3bx,l09zuEGaeVX440Pa41-Yb_pr3aNmPssCcWGslxBS5M-M5Vd5WP8gVuINu2aCtTJHmWz9XahxeGlwjQ,xiao bu dong 12,5207,1641111211000,218
AyxJFvJ0M98JY6nbogQksG7Vx30lmRYIDiwb4s3wVhxoWNI,-HP4-TzijHaPY-6HUMtwO5oAxzEbkT-DvPJBi_-CuJtaSX_dpgVa7LOx,O8CfQR3nVHtrHJyTKwX999xUWcfy0EJyZ9eRPaCbsJDOeu4yoDuSrtOmvu6odXmsmM5q9Tl-NloNfg,디알엑스 태윤,4660,1642190102589,218
RXTR9NcWNs-m2v0PxRAVDzocIEkqu6lHwf3CC3TGaBGriiQ,14LoswYQ67V-6MHNiOGi7hN49d6Ctzur2i_BLTqfXkaDev-fSBG-mbvs,5Vz4bseE_2FsLTdnY5NqGPSLXZTQXPUuo0o-eoQxev7-Ou8p5w13YB71mqx6vI-msTx-Ug2mRSs54Q,almond bon bon,1637,1642039561000,128
HZIOSbA-l9J4p15rYrgSdF62KDu9qLGfsfIo_4C-Ne4UhLoJDzcTXSKpTw,yKti6HJVkaljOMsWpZDG52nsFXnAhJCLZhbovN0O6K-Pyk_Pb-hvAYhr,fkrGl_YWNOufJrKdeEAvNzmljr3vIpnX8q8_cUFno-GZuLbEEZV8kNA5fweNWDgP4aFWeGr48coyYA,acet5,5090,1641623574000,101
IzenYbeJHeCXsnmWLwsPXM0AzxM9JSNbRNZ3ugqniDPdxQ,gg-2LvcBs0u0LxVn6XyykK_7sSW_41JRcdBXXEBXHvxp,bVxr1JY-BEI3mPl9nQxEMj0cngYJgTysqJ2OlRmX8iq7Ma1TTImwSYW4EzSIBV0YhucXmxPPzvGVJQ,Heart,1581,1641989948000,383
Giig7-GAdF2MNJsKctxb5az1cfa-aUYZa5TfjnxQiKPI7zbgjfAAw-fl5Q,thh8Rdm2EyICEdGEo74IDRx5syiza_f0knHTH0_iQBaxKE52dgJB2EDm,JJdvfRfMeRs3Bxhry1rIijpSAY-lxJ5i-ZDs80ADMggBesllMBsACIdvZFGnMBrnWGIZSOt4w2nYLg,저MMR고실력자,5182,1642046480000,48
iWMFOV4tjxbSFpLcZEXt5yIq2D8WlIxHvTNRBQ_vDyp57Hs,VSxKYxl0St7s2p_I4nT-KvRC4AXq9gokKl_v0gN_ht0OH7YBlRYZaY7w,R0Gl1tZj5uvta3-LSvynBjVRaUIJiQVXBUl7x4SL0W-hc1c-RAiH8eCHy53m9DQmSx-WoMAllBp1oA,우리라인은게복치,10,1641015027000,96
VBqB3C-vYs7BZ75OItRQayCqVaKoysiTqtSwzrXZPT4eQQk,A2aL6yNan4DBn7ZpqE-1gVXeopuUeW7_dbAIr_U2ZeFP2zs,eIMXCNmR-ePe5ii7l1Q357APEJUwSbKg-AlwkqHEnpSitPCfMeafIJLa_lbEutmTH1GOolC8FV9CEA,매판 예민한 사람,5212,1642223148000,201
pGzE5AkRIXuOtGdPZQRqnwNC-LA4RRDgBgYcbZ9pAQAlN0dK,8fFMPvvW4o4FcZ6sv-13qHFFK6xzdk7WCeTVr6UTRClBoNc1hZl1V_wi,_S4G986myhJ-USPd_cPRIneq5clT_MzA57cayiCP9furF-ZbtkHr_ADpau-B8QcVzyuapcNjGpTTIw,박으면서 게임함,1628,1641983076000,260
d2l4__U4bNgnZJqBBq8SqEwEG5nfg5ZTqaso6fg2hK6ZxCaJVXPf84BstA,qqGnsCT6u3pyBOPh2xdy4afbT-mCCP4NGus4S-T_lYYKtDSfuh_FIB5i,Py1D3n92x57p5D23ufYx2TEjVLyuSQfDbKE-W6DUWlwKgGT1UQxI-__rynv9ZSKF2ssXMHicF7z1pg,2639443571074496,5184,1641944491000,144
_EGhOtia6R_4GM9BZ-ee26Wqg-vKP9nFNFh4BK5KoFrTM2M,i16AKPDB15rTQ0GUoioDB5hVlaFlhZ4KbFy0Y6LWBpYj,9T8YanuDyJqcRUTf7ZOrB2-cldMLVsFRYQgY5GTjTdi_XW9J612vdb60jjnljXjTg81q1EVgg3I3sg,IgNar,22,1641940373000,378
YDy24Elk0-dZUkIkgLn0KV9uIVTX9wNn_nj41WF6gsJSxMA,0X3bkuk-N-UEIQ3q-tz1j5n9d4NegT2nWqyCLheqMCWyWvelbOGOSAss,CvAGirmuM6m0nRozb2JA5ZUrP2txtz6trBujjwGO_kqkqGzdouKMPtFEwctSgcIgeqBH-BQPVu2BxQ,미드다이김,29,1641592411000,153
vazF2daNT0oM3b73eWnFa4676EKne1mBbBZS8MkjH45Skoc,AnrUfSv7Nka8ig9MseVCZFAQBnIYs39UIpbYokFhVGWr,oEOCzlguNOFgg3O-uwRIXop4l_YbhE7TfP8cJZz6pn6ojq63KWxVrSP6Hwkm9pwKV32kMqCi7aW4pw,Marchen,4896,1642208304915,568
E-_888aaZKAN-IaFHMawHKOeY4F7Cwi0zUv0sxBbfFspcpQ,anN3IC8gike68NzNMrx3dEJNJ6vRUeRtYbOj0J3LT4zac9Q,0B9ZZ_kwo8F0nHG9CsWmFYrW9ebcN_2JPMK7qAuW4XIHvZ1o6DW63zBOO4AK2bDJtkZR0nraXc4kMw,고민상담사김영환,5129,1642042064182,395
IWbaHzcI1elVE2xRmlwAOpSo0Dz95MtoOd6RengHtYfF5A,d3EXMuCrnHMwX9ym3CfAIjX9cDI3dnZ4HsO4eL35CSs,LCqBzlpsRtHrXoUJuwKadWC4GXYYOa1vA67ep99jQiVjQ1rYMrrQRlDPTO6jLHVO7ETnHkl9kNi5rA,강자석,4490,1642118054000,184
bzb0Lu47idbgFWMmyemOFd5DN4kfcnBnU-AMZKO-u4TXqcA,_4lFZbacmPoc-Y4wM6j6FEmQfkO_Lqay8LyAQtSplasSVs8,r3-lUYM39nre5v0ZTVv0VldLUT2_1JoCry4keN1bZkc2KymNnqXvrEe2XfPl1cPKwYihRlb-UrQGmw,HLE Cheoni,4764,1642112643000,489
rkkU-ZfrCbGlkN9FpdBuvvYmKio0qUqSpVFySBF5jVBfmyA,FZzFmoSpc8lEvg_0xL9PY5lTV1QfhruLrqH5qbs1UXBJa2A,NUrSK-QujpRec8OEUWmLyX-fmv6npuL_fq-jgiYC8qhpxJ30NqvaiSCGg1eL4uaz0aBjd2ElI_jyXg,전민혁,4089,1641657050078,624
